2018_1104_1158,0.006521,0.006521,0.002173,0,0.002173,0,0.002173,0.002173,0.002173,0,0.002173,0.002173,0.004347,0.010869,0.002173,0.002173,0.004347,0.002173,0.008695,0.010869,0.010869,0.017391,0.019565,0.019565,0.008695,0.047826,0.021739,0.03913,0.043478,0.02826,0.054347,0.036956,0.069565,0.067391,0.045652,0.047826,0.047826,0.045652,0.036956,0.056521,0.052173,0.036956,0.010869,0.004347,0.013043,0.013043,0.002173,0.008695,0.004347,0.008695,0.006521
2018_1104_1166,0.05,0.004347,0,0.004347,0,0.008695,0.004347,0.002173,0.008695,0.004347,0.006521,0.002173,0.006521,0.013043,0.008695,0.017391,0.026086,0.041304,0.05,0.063043,0.08913,0.071739,0.067391,0.106521,0.058695,0.065217,0.026086,0.019565,0.021739,0.030434,0.021739,0.015217,0.010869,0.002173,0,0,0.004347,0.002173,0.002173,0.004347,0.004347,0.006521,0,0.002173,0,0,0,0.004347,0.002173,0.002173,0.036956
2018_1104_1168,0.004347,0.002173,0,0.002173,0.002173,0,0.002173,0.004347,0.002173,0,0.004347,0.002173,0.002173,0.008695,0.004347,0.002173,0.002173,0.002173,0.004347,0.002173,0.002173,0.002173,0.006521,0.006521,0.006521,0.043478,0.02826,0.015217,0.019565,0.019565,0.032608,0.023913,0.02826,0.032608,0.041304,0.034782,0.023913,0.084782,0.043478,0.03913,0.05,0.036956,0.07826,0.058695,0.047826,0.041304,0.032608,0.015217,0.021739,0.008695,0.019565
2018_1104_1172,0.043478,0,0,0.002173,0,0.006521,0.004347,0,0.002173,0.002173,0.002173,0,0.006521,0.010869,0.006521,0.026086,0.010869,0.015217,0.017391,0.023913,0.019565,0.019565,0.03913,0.043478,0.067391,0.095652,0.058695,0.036956,0.060869,0.03913,0.067391,0.073913,0.017391,0.026086,0.02826,0.015217,0.013043,0.008695,0.006521,0.008695,0.008695,0.002173,0,0.004347,0.004347,0.002173,0.002173,0,0.002173,0.004347,0.043478
2018_1104_1181,0.019565,0.019565,0.021739,0.041304,0.030434,0.054347,0.052173,0.045652,0.071739,0.091304,0.05,0.086956,0.052173,0.047826,0.052173,0.034782,0.019565,0.017391,0.019565,0.023913,0.021739,0.008695,0.006521,0.010869,0.006521,0.017391,0.004347,0.004347,0.002173,0.006521,0.004347,0,0.002173,0,0.002173,0.004347,0.002173,0,0.004347,0.004347,0.006521,0.004347,0.002173,0.004347,0,0.004347,0,0,0.004347,0.002173,0.006521
2018_1104_1196,0.008695,0,0.004347,0.002173,0.002173,0.006521,0.004347,0.013043,0.021739,0.002173,0.010869,0.026086,0.008695,0.034782,0.02826,0.047826,0.054347,0.080434,0.080434,0.113043,0.106521,0.093478,0.054347,0.032608,0.036956,0.030434,0.015217,0.008695,0.006521,0.013043,0.004347,0.002173,0.004347,0.002173,0.002173,0,0.004347,0.004347,0.004347,0.002173,0.002173,0,0,0.002173,0.002173,0.004347,0.004347,0,0.002173,0,0.004347
2018_1104_1199,0.045652,0.002173,0,0.002173,0.002173,0.004347,0.002173,0.004347,0.002173,0.002173,0.008695,0.004347,0.004347,0.004347,0.015217,0.032608,0.032608,0.030434,0.05,0.065217,0.058695,0.08913,0.063043,0.073913,0.063043,0.143478,0.02826,0.021739,0.021739,0.017391,0.013043,0.006521,0.002173,0.004347,0.006521,0.004347,0.006521,0.004347,0.002173,0.002173,0.006521,0,0,0,0,0,0.002173,0,0.002173,0.002173,0.03913
2018_1104_1209,0.041304,0,0,0.004347,0,0,0.002173,0,0.006521,0.002173,0,0,0.010869,0.008695,0.004347,0.004347,0,0.006521,0.006521,0.013043,0.010869,0.004347,0.010869,0.010869,0.019565,0.03913,0.041304,0.02826,0.030434,0.010869,0.045652,0.030434,0.026086,0.045652,0.045652,0.041304,0.043478,0.063043,0.063043,0.045652,0.056521,0.023913,0.023913,0.015217,0.023913,0.015217,0.004347,0.006521,0.008695,0.010869,0.043478
2018_1104_1211,0.05,0.006521,0.006521,0.019565,0.013043,0.017391,0.021739,0.02826,0.034782,0.069565,0.052173,0.071739,0.05,0.03913,0.076086,0.069565,0.030434,0.032608,0.05,0.021739,0.030434,0.023913,0.019565,0.015217,0.010869,0.017391,0.008695,0.002173,0.006521,0.002173,0.006521,0.004347,0.002173,0.006521,0.002173,0.004347,0.004347,0,0.004347,0.002173,0.002173,0,0.006521,0,0.002173,0,0,0.006521,0.002173,0.006521,0.03913
2018_1104_1222,0.041304,0,0.002173,0.006521,0.002173,0.004347,0.008695,0.008695,0.010869,0.021739,0.006521,0.019565,0.008695,0.034782,0.02826,0.043478,0.063043,0.056521,0.063043,0.082608,0.05,0.045652,0.05,0.041304,0.043478,0.030434,0.017391,0.017391,0.008695,0.019565,0.010869,0.008695,0.006521,0.010869,0.008695,0.019565,0.017391,0.006521,0.010869,0,0,0,0.002173,0.002173,0.002173,0.002173,0,0,0.002173,0.008695,0.043478
2018_1104_1233,0.006521,0,0,0.002173,0.002173,0.006521,0,0,0.004347,0,0.006521,0.010869,0.002173,0.006521,0.004347,0.002173,0.004347,0.004347,0.002173,0.002173,0.006521,0.004347,0.013043,0.008695,0.013043,0.023913,0.02826,0.023913,0.021739,0.019565,0.036956,0.045652,0.019565,0.030434,0.045652,0.021739,0.060869,0.073913,0.067391,0.080434,0.058695,0.052173,0.036956,0.045652,0.015217,0.023913,0.015217,0.006521,0.010869,0.008695,0.013043
2018_1104_1242,0.017391,0.010869,0.008695,0.006521,0.023913,0.030434,0.019565,0.047826,0.080434,0.093478,0.091304,0.084782,0.063043,0.056521,0.047826,0.05,0.021739,0.034782,0.034782,0.010869,0.023913,0.023913,0.013043,0.010869,0.013043,0.013043,0.002173,0.006521,0.002173,0.004347,0.004347,0,0.002173,0,0.002173,0.004347,0,0.002173,0.004347,0,0.006521,0.006521,0.004347,0.002173,0,0,0.002173,0,0.002173,0.002173,0.006521
2018_1104_1243,0.047826,0,0,0.004347,0,0,0,0.004347,0.004347,0.006521,0.004347,0.002173,0.006521,0.013043,0.004347,0.015217,0.034782,0.021739,0.034782,0.032608,0.026086,0.047826,0.095652,0.1,0.097826,0.156521,0.058695,0.02826,0.023913,0.013043,0.017391,0.008695,0.006521,0.002173,0.006521,0.006521,0.002173,0.006521,0.006521,0,0.004347,0.002173,0,0,0,0.002173,0,0.002173,0.002173,0.002173,0.036956
2018_1104_1246,0.05,0.004347,0.006521,0.002173,0.006521,0.004347,0,0.015217,0.030434,0.034782,0.02826,0.041304,0.023913,0.026086,0.091304,0.065217,0.054347,0.086956,0.065217,0.041304,0.060869,0.041304,0.052173,0.02826,0.021739,0.015217,0.002173,0.008695,0.004347,0.006521,0.008695,0.004347,0.004347,0.004347,0,0,0,0.002173,0.008695,0.004347,0.002173,0,0,0,0,0.002173,0,0,0.002173,0,0.036956
2018_1104_1252,0.043478,0,0,0,0.002173,0.002173,0.004347,0.006521,0.002173,0.004347,0.004347,0,0.002173,0.006521,0.002173,0.002173,0,0,0.006521,0.004347,0.008695,0.004347,0.004347,0.013043,0.010869,0.047826,0.013043,0.021739,0.023913,0.023913,0.019565,0.017391,0.026086,0.015217,0.043478,0.034782,0.032608,0.056521,0.019565,0.02826,0.056521,0.019565,0.05,0.054347,0.065217,0.041304,0.036956,0.030434,0.021739,0.015217,0.05
2018_1104_1254,0.004347,0.002173,0,0.004347,0,0.002173,0.006521,0,0,0,0.002173,0.002173,0.004347,0.004347,0,0.004347,0.002173,0.002173,0,0.002173,0.002173,0.008695,0.006521,0.010869,0.006521,0.03913,0.013043,0.015217,0.026086,0.017391,0.006521,0.026086,0.026086,0.019565,0.026086,0.023913,0.041304,0.034782,0.058695,0.034782,0.034782,0.021739,0.043478,0.02826,0.017391,0.03913,0.05,0.084782,0.1,0.043478,0.05
2018_1104_1260,0.045652,0,0,0,0.002173,0.004347,0.006521,0.004347,0.006521,0,0.002173,0.004347,0.002173,0.008695,0.010869,0.010869,0.015217,0.015217,0.010869,0.026086,0.034782,0.036956,0.023913,0.045652,0.058695,0.082608,0.052173,0.060869,0.063043,0.063043,0.045652,0.036956,0.015217,0.026086,0.015217,0.015217,0.036956,0.010869,0.017391,0.010869,0.010869,0.006521,0,0.004347,0,0,0,0.002173,0.002173,0.004347,0.041304
2018_1104_1267,0.006521,0,0,0.002173,0.002173,0.002173,0,0.004347,0.006521,0.004347,0,0.004347,0.006521,0.004347,0.002173,0.006521,0.002173,0.004347,0,0.004347,0.013043,0.008695,0.008695,0.017391,0.036956,0.041304,0.021739,0.019565,0.034782,0.034782,0.045652,0.05,0.030434,0.076086,0.034782,0.041304,0.060869,0.030434,0.086956,0.071739,0.043478,0.032608,0.013043,0.021739,0.010869,0.008695,0.013043,0.006521,0.004347,0.006521,0.010869
2018_1104_1274,0.047826,0,0.002173,0.002173,0,0.006521,0,0,0.013043,0.006521,0.006521,0.015217,0.010869,0.017391,0.006521,0.021739,0.043478,0.054347,0.073913,0.076086,0.069565,0.095652,0.073913,0.065217,0.065217,0.047826,0.036956,0.021739,0.010869,0.013043,0.008695,0.008695,0.002173,0.010869,0.002173,0,0.002173,0.002173,0.004347,0,0.002173,0,0.002173,0,0.002173,0,0,0,0.004347,0.004347,0.03913
2018_1104_1276,0.045652,0.004347,0.004347,0.010869,0.004347,0.021739,0.010869,0.010869,0.015217,0.034782,0.069565,0.056521,0.07826,0.071739,0.060869,0.058695,0.060869,0.056521,0.021739,0.021739,0.030434,0.030434,0.026086,0.015217,0.019565,0.017391,0.006521,0.004347,0.015217,0.010869,0.008695,0.004347,0.010869,0,0.002173,0.004347,0,0.002173,0.006521,0.008695,0,0.002173,0,0.002173,0.002173,0,0,0,0.002173,0.006521,0.041304
2018_1104_1277,0.013043,0.010869,0.015217,0.019565,0.021739,0.02826,0.026086,0.041304,0.036956,0.056521,0.069565,0.060869,0.086956,0.108695,0.067391,0.023913,0.054347,0.032608,0.013043,0.017391,0.03913,0.026086,0.010869,0.013043,0.010869,0.021739,0.002173,0.006521,0.006521,0.002173,0.006521,0,0.002173,0.002173,0.004347,0.002173,0.002173,0.006521,0.006521,0.002173,0.002173,0,0,0.002173,0.002173,0.004347,0.002173,0,0.002173,0.002173,0.004347
2018_1104_1281,0.047826,0,0,0.002173,0,0.002173,0,0,0.002173,0.002173,0,0,0,0.004347,0.006521,0.010869,0.008695,0.017391,0.017391,0.026086,0.02826,0.032608,0.071739,0.152173,0.117391,0.086956,0.03913,0.030434,0.034782,0.030434,0.047826,0.034782,0.017391,0.026086,0.010869,0.015217,0.002173,0.002173,0.008695,0.002173,0.006521,0.002173,0.002173,0.002173,0,0.002173,0.002173,0.002173,0.004347,0,0.036956
2018_1104_1285,0.041304,0,0,0.002173,0,0,0.008695,0.004347,0.002173,0.002173,0.004347,0,0.004347,0.006521,0.013043,0.004347,0.004347,0.013043,0.013043,0.010869,0.006521,0.019565,0.013043,0.010869,0.023913,0.041304,0.023913,0.047826,0.019565,0.043478,0.065217,0.045652,0.054347,0.052173,0.02826,0.065217,0.030434,0.023913,0.05,0.034782,0.023913,0.021739,0.010869,0.015217,0.010869,0.013043,0.004347,0,0.006521,0.013043,0.045652
2018_1104_1293,0.004347,0,0.002173,0.002173,0,0.006521,0.002173,0.002173,0.002173,0.004347,0.010869,0,0.004347,0.019565,0.004347,0.019565,0.015217,0.010869,0.008695,0.015217,0.010869,0.019565,0.023913,0.017391,0.045652,0.043478,0.063043,0.047826,0.036956,0.067391,0.05,0.073913,0.054347,0.041304,0.02826,0.032608,0.045652,0.021739,0.026086,0.034782,0.010869,0.006521,0.013043,0.006521,0.006521,0.015217,0,0.004347,0.002173,0.006521,0.008695
2018_1104_1300,0.043478,0.002173,0,0.004347,0,0,0.004347,0.002173,0.002173,0,0,0.002173,0.002173,0.002173,0,0.002173,0.004347,0.006521,0.004347,0.004347,0.006521,0,0.004347,0.004347,0.015217,0.03913,0.006521,0.008695,0.017391,0.023913,0.015217,0.017391,0.032608,0.017391,0.015217,0.019565,0.032608,0.047826,0.058695,0.023913,0.02826,0.026086,0.02826,0.02826,0.023913,0.036956,0.030434,0.043478,0.07826,0.07826,0.104347
2018_1104_1301,0.008695,0.002173,0,0,0,0.004347,0.002173,0.006521,0,0.008695,0.008695,0,0.004347,0.013043,0.008695,0.015217,0.002173,0.02826,0.023913,0.019565,0.03913,0.041304,0.082608,0.07826,0.156521,0.204347,0.071739,0.032608,0.019565,0.02826,0.019565,0.008695,0.004347,0.010869,0.004347,0.006521,0.002173,0.006521,0.004347,0.008695,0.002173,0,0.004347,0,0,0,0,0,0.004347,0,0.002173
2018_1104_1305,0.045652,0,0.002173,0.002173,0.002173,0.008695,0.006521,0,0.010869,0.006521,0.008695,0.010869,0.017391,0.017391,0.013043,0.021739,0.021739,0.041304,0.03913,0.045652,0.076086,0.126086,0.080434,0.056521,0.047826,0.058695,0.034782,0.021739,0.026086,0.015217,0.017391,0.008695,0.006521,0.002173,0.010869,0.013043,0.002173,0.002173,0.010869,0.004347,0,0,0.004347,0,0.002173,0.002173,0,0,0.002173,0.004347,0.041304
2018_1104_1308,0.004347,0.004347,0,0.002173,0.002173,0.006521,0.002173,0.002173,0.002173,0.008695,0.008695,0.010869,0.010869,0.008695,0.002173,0.008695,0.017391,0.002173,0.013043,0.02826,0.023913,0.030434,0.015217,0.036956,0.045652,0.095652,0.067391,0.073913,0.045652,0.086956,0.073913,0.080434,0.030434,0.032608,0.023913,0.010869,0.010869,0.008695,0.013043,0.008695,0.010869,0.006521,0.004347,0.002173,0.002173,0.004347,0,0,0.002173,0.002173,0.004347
2018_1104_1314,0.054347,0.010869,0.006521,0.013043,0.015217,0.013043,0.019565,0.023913,0.056521,0.063043,0.071739,0.069565,0.095652,0.084782,0.052173,0.041304,0.032608,0.023913,0.02826,0.026086,0.021739,0.019565,0.017391,0.004347,0.017391,0.017391,0.002173,0.004347,0.004347,0.006521,0.010869,0,0.002173,0,0.004347,0.004347,0,0,0.006521,0.006521,0,0.002173,0,0,0,0.002173,0,0.002173,0.002173,0,0.03913
2018_1104_1326,0.043478,0,0.006521,0.006521,0.004347,0.006521,0.002173,0.004347,0.010869,0.017391,0.019565,0.021739,0.008695,0.047826,0.054347,0.047826,0.054347,0.110869,0.07826,0.069565,0.056521,0.047826,0.052173,0.019565,0.019565,0.041304,0.015217,0.010869,0.004347,0.006521,0.010869,0.006521,0.004347,0.006521,0.004347,0.004347,0.006521,0,0.004347,0.006521,0.002173,0.004347,0.002173,0,0,0.002173,0,0,0.002173,0.004347,0.03913
2018_1104_1328,0.010869,0,0,0,0.002173,0.006521,0,0.004347,0.002173,0.004347,0.002173,0,0.006521,0.019565,0.013043,0.008695,0.004347,0.010869,0.021739,0.036956,0.019565,0.065217,0.1,0.093478,0.134782,0.104347,0.067391,0.093478,0.045652,0.02826,0.013043,0.021739,0.015217,0.008695,0.004347,0.004347,0.004347,0.004347,0.002173,0.002173,0.002173,0.002173,0,0,0,0,0,0,0.004347,0.002173,0.002173
2018_1104_1335,0.004347,0,0.002173,0,0,0.004347,0.004347,0,0.002173,0.002173,0,0,0.004347,0.006521,0.006521,0.004347,0.004347,0.006521,0.008695,0,0.004347,0.006521,0.015217,0.013043,0.019565,0.026086,0.013043,0.021739,0.021739,0.032608,0.030434,0.032608,0.030434,0.045652,0.032608,0.034782,0.03913,0.065217,0.091304,0.082608,0.063043,0.056521,0.030434,0.02826,0.03913,0.030434,0.004347,0.006521,0.002173,0.006521,0.013043
2018_1104_1344,0.041304,0.002173,0,0.002173,0,0.004347,0,0.006521,0.002173,0.002173,0.002173,0.004347,0.006521,0.004347,0.006521,0.006521,0.004347,0.002173,0.010869,0.017391,0.023913,0.034782,0.05,0.054347,0.047826,0.115217,0.104347,0.152173,0.067391,0.03913,0.036956,0.021739,0.02826,0.008695,0.015217,0.010869,0,0.002173,0.008695,0.004347,0,0,0,0,0,0.002173,0,0,0.002173,0.004347,0.03913
2018_1104_1345,0.010869,0.008695,0.017391,0.006521,0.019565,0.032608,0.05,0.045652,0.05,0.065217,0.076086,0.065217,0.095652,0.071739,0.058695,0.041304,0.02826,0.026086,0.015217,0.02826,0.023913,0.017391,0.015217,0.015217,0.015217,0.026086,0.002173,0.004347,0.002173,0.006521,0.004347,0,0.008695,0,0.004347,0.002173,0.002173,0.002173,0.004347,0.002173,0.008695,0,0.002173,0,0,0.002173,0.002173,0,0.004347,0.004347,0.004347
2018_1104_1347,0.002173,0,0,0.002173,0.002173,0,0,0.006521,0,0.002173,0,0.002173,0.002173,0.004347,0,0,0.002173,0.002173,0.002173,0.004347,0.006521,0.006521,0.013043,0.023913,0.008695,0.026086,0.010869,0.015217,0.015217,0.032608,0.036956,0.02826,0.032608,0.015217,0.034782,0.032608,0.032608,0.02826,0.060869,0.032608,0.045652,0.03913,0.041304,0.043478,0.054347,0.07826,0.054347,0.032608,0.041304,0.008695,0.032608
2018_1104_1348,0.008695,0,0.002173,0,0.002173,0.004347,0.006521,0.004347,0.008695,0.006521,0.015217,0.008695,0.006521,0.008695,0.008695,0.017391,0.010869,0.043478,0.017391,0.045652,0.043478,0.117391,0.076086,0.082608,0.082608,0.1,0.047826,0.045652,0.021739,0.030434,0.015217,0.015217,0.017391,0.010869,0.008695,0.015217,0.004347,0.002173,0.002173,0,0.008695,0.004347,0,0,0.002173,0.002173,0,0,0.002173,0.010869,0.004347
2018_1104_1355,0.041304,0,0,0.002173,0.002173,0.002173,0,0,0.002173,0.002173,0.004347,0,0.006521,0.004347,0.010869,0.006521,0.013043,0.015217,0.017391,0.015217,0.019565,0.017391,0.004347,0.015217,0.023913,0.056521,0.043478,0.032608,0.05,0.069565,0.069565,0.08913,0.030434,0.030434,0.030434,0.052173,0.015217,0.032608,0.021739,0.030434,0.019565,0.008695,0.002173,0.019565,0.004347,0.002173,0.004347,0.002173,0.002173,0.004347,0.05
2018_1104_1361,0.045652,0,0.002173,0,0,0.004347,0.002173,0.002173,0.002173,0,0.006521,0.004347,0.004347,0.013043,0.013043,0.006521,0.008695,0.021739,0.021739,0.02826,0.034782,0.019565,0.032608,0.047826,0.076086,0.117391,0.071739,0.054347,0.069565,0.076086,0.026086,0.030434,0.015217,0.010869,0.013043,0.017391,0.004347,0.008695,0.008695,0.010869,0,0.002173,0.002173,0.006521,0,0.002173,0,0,0.006521,0.006521,0.041304
2018_1104_1371,0.013043,0.004347,0,0,0,0.006521,0,0,0.002173,0.002173,0.002173,0.015217,0,0.017391,0.013043,0.017391,0.008695,0.036956,0.067391,0.067391,0.12826,0.080434,0.115217,0.108695,0.093478,0.05,0.03913,0.013043,0.015217,0.021739,0.004347,0.008695,0.008695,0.002173,0.002173,0.004347,0.008695,0,0.006521,0,0.004347,0,0,0,0,0.002173,0,0,0.004347,0.002173,0.002173
2018_1104_1372,0.002173,0,0.002173,0,0,0.002173,0.002173,0.004347,0.004347,0.002173,0,0.004347,0.010869,0.008695,0.008695,0.010869,0.006521,0.006521,0.013043,0.006521,0.013043,0.017391,0.004347,0.017391,0.017391,0.034782,0.032608,0.026086,0.041304,0.032608,0.043478,0.034782,0.034782,0.047826,0.034782,0.095652,0.032608,0.05,0.063043,0.056521,0.036956,0.023913,0.010869,0.010869,0.034782,0.013043,0.010869,0.006521,0.008695,0.006521,0.010869
2018_1104_1382,0.008695,0,0.004347,0,0,0.002173,0,0,0.002173,0.002173,0.002173,0.004347,0.002173,0.010869,0.015217,0.008695,0.006521,0.010869,0.015217,0.010869,0.019565,0.030434,0.052173,0.030434,0.045652,0.084782,0.086956,0.093478,0.073913,0.07826,0.058695,0.052173,0.02826,0.021739,0.019565,0.023913,0.013043,0.008695,0.008695,0.015217,0.013043,0.004347,0.002173,0.006521,0,0.004347,0,0,0.004347,0.004347,0.008695
2018_1104_1393,0.008695,0.002173,0,0,0.008695,0,0.004347,0.002173,0.006521,0.004347,0,0.002173,0.013043,0.013043,0.026086,0.006521,0.010869,0.008695,0.02826,0.026086,0.036956,0.032608,0.071739,0.065217,0.069565,0.117391,0.110869,0.060869,0.067391,0.060869,0.02826,0.021739,0.019565,0.015217,0.004347,0.013043,0.002173,0.004347,0.006521,0,0.004347,0.002173,0.002173,0,0,0.004347,0,0.002173,0.002173,0,0.002173
2018_1104_1395,0.010869,0.002173,0,0.004347,0.002173,0.002173,0.004347,0.006521,0,0.008695,0.010869,0.013043,0.013043,0.026086,0.017391,0.032608,0.032608,0.054347,0.058695,0.126086,0.08913,0.076086,0.060869,0.045652,0.032608,0.041304,0.034782,0.03913,0.013043,0.02826,0.013043,0.015217,0.017391,0.002173,0.004347,0.004347,0.008695,0.006521,0.013043,0.004347,0.002173,0,0,0,0,0.004347,0.002173,0,0.002173,0.006521,0.006521
2018_1104_1397,0.05,0,0.004347,0.010869,0.002173,0.013043,0.006521,0.002173,0.008695,0.004347,0.023913,0.03913,0.045652,0.08913,0.058695,0.05,0.058695,0.069565,0.043478,0.060869,0.041304,0.041304,0.041304,0.026086,0.026086,0.03913,0.015217,0.013043,0.006521,0.002173,0.006521,0.006521,0.002173,0.004347,0.006521,0.010869,0.004347,0,0.006521,0.002173,0.004347,0.002173,0.004347,0.002173,0,0.002173,0,0,0.002173,0,0.03913
2018_1104_1400,0.047826,0.004347,0.002173,0.002173,0,0.002173,0.004347,0,0.002173,0.004347,0.006521,0,0.004347,0.013043,0.010869,0.017391,0.015217,0.015217,0.026086,0.03913,0.021739,0.063043,0.060869,0.108695,0.121739,0.084782,0.073913,0.080434,0.021739,0.026086,0.008695,0.013043,0.008695,0.004347,0.004347,0.010869,0.004347,0.004347,0.006521,0.002173,0.004347,0.002173,0,0,0,0.002173,0,0,0.002173,0.004347,0.036956
2018_1104_1401,0.047826,0.002173,0.002173,0.002173,0.002173,0.006521,0,0,0.004347,0.008695,0.004347,0,0.006521,0.002173,0.021739,0.023913,0.010869,0.030434,0.023913,0.056521,0.07826,0.119565,0.130434,0.121739,0.058695,0.076086,0.026086,0.030434,0.010869,0.008695,0.008695,0.010869,0.004347,0.002173,0.002173,0.002173,0.002173,0.002173,0.004347,0.002173,0,0,0,0,0,0,0,0,0.002173,0.002173,0.036956
2018_1104_1403,0.010869,0,0,0.006521,0.006521,0.015217,0.008695,0.004347,0.019565,0.019565,0.045652,0.02826,0.05,0.084782,0.080434,0.058695,0.067391,0.071739,0.045652,0.054347,0.05,0.03913,0.032608,0.021739,0.021739,0.036956,0.010869,0.013043,0.008695,0.019565,0.013043,0.002173,0.008695,0.006521,0.002173,0,0.002173,0.002173,0.004347,0,0,0.002173,0.002173,0.002173,0.002173,0.002173,0,0,0.002173,0.008695,0.004347
2018_1104_1411,0.041304,0.004347,0,0.002173,0.002173,0.002173,0.004347,0.002173,0.002173,0,0.002173,0.002173,0.002173,0.006521,0.004347,0.002173,0.004347,0.004347,0.006521,0.004347,0.006521,0.002173,0.010869,0.017391,0.008695,0.021739,0.006521,0.008695,0.017391,0.008695,0.008695,0.02826,0.019565,0.017391,0.023913,0.021739,0.041304,0.05,0.047826,0.02826,0.032608,0.02826,0.030434,0.019565,0.03913,0.041304,0.056521,0.047826,0.084782,0.03913,0.084782
